"No.","Time","Source","Destination","Protocol","Length","Info"
"320","12.012623200","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","134","Destination Unreachable (Address unreachable)"
"321","12.381772300","192.168.2.27","224.0.0.251","MDNS","644","Standard query response 0x0000 TXT, cache flush PTR _ni-logos._tcp.local PTR ShayaanLaptop._ni-logos._tcp.local SRV, cache flush 0 0 2343 ShayaanLaptop.local PTR, cache flush ShayaanLaptop.local PTR, cache flush ShayaanLaptop.local PTR, cache flush ShayaanLaptop.local PTR, cache flush ShayaanLaptop.local A, cache flush 192.168.2.27 AAAA, cache flush 2001:4958:39c4:4c01:95e9:2450:fb02:89e5 AAAA, cache flush 2001:4958:39c4:4c01:4017:e224:4d19:eaed AAAA, cache flush fe80::4786:248f:9cd8:b2d9 NSEC, cache flush ShayaanLaptop._ni-logos._tcp.local NSEC, cache flush 27.2.168.192.in-addr.arpa NSEC, cache flush 5.E.9.8.2.0.B.F.0.5.4.2.9.E.5.9.1.0.C.4.4.C.9.3.8.5.9.4.1.0.0.2.ip6.arpa NSEC, cache flush D.E.A.E.9.1.D.4.4.2.2.E.7.1.0.4.1.0.C.4.4.C.9.3.8.5.9.4.1.0.0.2.ip6.arpa NSEC, cache flush 9.D.2.B.8.D.C.9.F.8.4.2.6.8.7.4.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush ShayaanLaptop.local"
"322","13.162909800","192.168.2.1","192.168.2.255","UDP","104","9431  >  9431 Len=62"
"323","13.675283100","192.168.2.1","239.255.255.250","SSDP","357","NOTIFY * HTTP/1.1 "
"324","13.778207400","192.168.2.1","239.255.255.250","SSDP","348","NOTIFY * HTTP/1.1 "
"325","13.778207400","192.168.2.1","239.255.255.250","SSDP","400","NOTIFY * HTTP/1.1 "
"326","13.787734700","100.30.108.34","192.168.2.27","TCP","54","443  >  62385 [ACK] Seq=1 Ack=1 Win=116 Len=0"
"327","13.787734700","104.88.157.12","192.168.2.27","TCP","54","443  >  62390 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"328","13.787734700","104.88.157.12","192.168.2.27","TCP","54","[TCP Previous segment not captured] 443  >  62390 [ACK] Seq=693 Ack=1 Win=501 Len=0"
"329","13.787834700","192.168.2.27","100.30.108.34","TCP","54","[TCP ACKed unseen segment] 62385  >  443 [ACK] Seq=1 Ack=256 Win=254 Len=0"
"330","13.787905000","192.168.2.27","104.88.157.12","TCP","54","[TCP ACKed unseen segment] 62390  >  443 [ACK] Seq=1 Ack=693 Win=250 Len=0"
"331","13.806724000","100.30.108.34","192.168.2.27","TCP","54","[TCP Previous segment not captured] 443  >  62385 [ACK] Seq=256 Ack=1 Win=116 Len=0"
"332","13.881337200","192.168.2.1","239.255.255.250","SSDP","414","NOTIFY * HTTP/1.1 "
"333","13.881337200","192.168.2.1","239.255.255.250","SSDP","412","NOTIFY * HTTP/1.1 "
"334","13.984365700","192.168.2.1","239.255.255.250","SSDP","428","NOTIFY * HTTP/1.1 "
"335","13.984365700","192.168.2.1","239.255.255.250","SSDP","357","NOTIFY * HTTP/1.1 "
"336","14.015181900","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:300:480::b896:9d89","TCP","86","[TCP Retransmission] 55535  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"337","14.017469800","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","134","Destination Unreachable (Address unreachable)"
"338","14.085450600","192.168.2.1","239.255.255.250","SSDP","348","NOTIFY * HTTP/1.1 "
"339","14.085450600","192.168.2.1","239.255.255.250","SSDP","400","NOTIFY * HTTP/1.1 "
"340","14.197770500","192.168.2.1","239.255.255.250","SSDP","414","NOTIFY * HTTP/1.1 "
"341","14.197770500","192.168.2.1","239.255.255.250","SSDP","412","NOTIFY * HTTP/1.1 "
"342","14.291504900","192.168.2.1","239.255.255.250","SSDP","428","NOTIFY * HTTP/1.1 "
"343","14.394314000","192.168.2.1","239.255.255.250","SSDP","357","NOTIFY * HTTP/1.1 "
"344","14.394314000","192.168.2.1","239.255.255.250","SSDP","348","NOTIFY * HTTP/1.1 "
"345","14.496809900","192.168.2.1","239.255.255.250","SSDP","400","NOTIFY * HTTP/1.1 "
"346","14.496809900","192.168.2.1","239.255.255.250","SSDP","357","NOTIFY * HTTP/1.1 "
"347","14.521878100","100.30.108.34","192.168.2.27","TLSv1.2","85","Encrypted Alert"
"348","14.522982000","100.30.108.34","192.168.2.27","TCP","54","443  >  62385 [FIN, ACK] Seq=287 Ack=1 Win=116 Len=0"
"349","14.523030000","192.168.2.27","100.30.108.34","TCP","54","62385  >  443 [ACK] Seq=1 Ack=288 Win=254 Len=0"
"350","14.597739700","192.168.2.1","224.0.0.251","MDNS","119","Standard query 0x0000 PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"351","14.597739700","192.168.2.1","239.255.255.250","SSDP","348","NOTIFY * HTTP/1.1 "
"352","14.597739700","192.168.2.1","239.255.255.250","SSDP","400","NOTIFY * HTTP/1.1 "
"353","15.784739300","98.87.240.121","192.168.2.27","TCP","54","443  >  55517 [ACK] Seq=1 Ack=1 Win=180 Len=0"
"354","15.784874800","192.168.2.27","98.87.240.121","TCP","54","[TCP ACKed unseen segment] 55517  >  443 [ACK] Seq=1 Ack=2 Win=251 Len=0"
"355","16.007161000","192.168.2.27","52.95.171.54","TCP","54","54748  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"356","16.355589800","192.168.2.27","52.95.171.54","TCP","54","[TCP Retransmission] 54748  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"357","16.695225700","fe80::4786:248f:9cd8:b2d9","fe80::8220:daff:fe0e:7ab9","ICMPv6","86","Neighbor Solicitation for fe80::8220:daff:fe0e:7ab9 from e0:2e:0b:f7:f1:ac"
"358","16.697050300","fe80::8220:daff:fe0e:7ab9","fe80::4786:248f:9cd8:b2d9","ICMPv6","78","Neighbor Advertisement fe80::8220:daff:fe0e:7ab9 (rtr, sol)"
"359","16.961526300","192.168.2.27","52.95.171.54","TCP","54","[TCP Retransmission] 54748  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"360","17.177631600","52.123.128.14","192.168.2.27","TCP","54","443  >  62314 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"361","17.791422100","52.96.230.210","192.168.2.27","TCP","54","443  >  62395 [ACK] Seq=1 Ack=1 Win=255 Len=0"
"362","17.791422100","52.96.230.210","192.168.2.27","TCP","54","443  >  62396 [ACK] Seq=1 Ack=1 Win=255 Len=0"
"363","17.791568200","192.168.2.27","52.96.230.210","TCP","54","[TCP ACKed unseen segment] 62395  >  443 [ACK] Seq=1 Ack=2 Win=1024 Len=0"
"364","17.791682300","192.168.2.27","52.96.230.210","TCP","54","[TCP ACKed unseen segment] 62396  >  443 [ACK] Seq=1 Ack=2 Win=1024 Len=0"
"365","17.802668100","172.172.255.217","192.168.2.27","TCP","54","443  >  50832 [ACK] Seq=1 Ack=1 Win=7601 Len=0"
"366","17.802668100","40.126.29.14","192.168.2.27","TCP","54","443  >  54773 [ACK] Seq=1 Ack=1 Win=16384 Len=0"
"367","17.802779700","192.168.2.27","172.172.255.217","TCP","54","[TCP ACKed unseen segment] 50832  >  443 [ACK] Seq=1 Ack=2 Win=251 Len=0"
"368","17.802853300","192.168.2.27","40.126.29.14","TCP","54","[TCP ACKed unseen segment] 54773  >  443 [ACK] Seq=1 Ack=2 Win=255 Len=0"
"369","18.021401200","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:300:480::b896:9d89","TCP","86","[TCP Retransmission] 55535  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"370","18.024555500","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","134","Destination Unreachable (Address unreachable)"
"371","18.175983900","192.168.2.27","52.95.171.54","TCP","54","[TCP Retransmission] 54748  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"372","18.181599500","192.168.2.1","192.168.2.255","UDP","104","9431  >  9431 Len=62"
"373","19.524376000","SagemcomBroa_0e:7a:b9","Intel_f7:f1:ac","ARP","52","Who has 192.168.2.27? Tell 192.168.2.1"
"374","19.524414700","Intel_f7:f1:ac","SagemcomBroa_0e:7a:b9","ARP","42","192.168.2.27 is at e0:2e:0b:f7:f1:ac"
"375","19.791239600","52.179.73.52","192.168.2.27","TCP","54","443  >  55519 [ACK] Seq=1 Ack=1 Win=16384 Len=0"
"376","19.791368500","192.168.2.27","52.179.73.52","TCP","54","[TCP ACKed unseen segment] 55519  >  443 [ACK] Seq=1 Ack=2 Win=254 Len=0"
"377","19.794046400","52.123.251.128","192.168.2.27","TCP","54","443  >  62394 [ACK] Seq=1 Ack=1 Win=255 Len=0"
"378","19.794046400","72.154.58.113","192.168.2.27","TCP","54","443  >  62397 [ACK] Seq=1 Ack=1 Win=61 Len=0"
"379","19.794138700","192.168.2.27","52.123.251.128","TCP","54","[TCP ACKed unseen segment] 62394  >  443 [ACK] Seq=1 Ack=2 Win=255 Len=0"
"380","19.794212400","192.168.2.27","72.154.58.113","TCP","54","[TCP ACKed unseen segment] 62397  >  443 [ACK] Seq=1 Ack=2 Win=255 Len=0"
"381","19.795172900","72.154.58.113","192.168.2.27","TCP","54","443  >  62398 [ACK] Seq=1 Ack=1 Win=60 Len=0"
"382","19.795198100","192.168.2.27","72.154.58.113","TCP","54","[TCP ACKed unseen segment] 62398  >  443 [ACK] Seq=1 Ack=2 Win=255 Len=0"
"383","19.806396200","20.189.173.15","192.168.2.27","TCP","54","443  >  62331 [ACK] Seq=1 Ack=1 Win=16384 Len=0"
"384","19.806472000","192.168.2.27","20.189.173.15","TCP","54","[TCP ACKed unseen segment] 62331  >  443 [ACK] Seq=1 Ack=1001 Win=1020 Len=0"
"385","19.870345900","20.189.173.15","192.168.2.27","TCP","54","[TCP Previous segment not captured] 443  >  62331 [ACK] Seq=1001 Ack=1 Win=16384 Len=0"
"386","20.222141100","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:732::1","DNS","104","Standard query 0x6dd3 A ipv6.msftconnecttest.com"
"387","20.222881200","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:732::1","DNS","104","Standard query 0x2cba AAAA ipv6.msftconnecttest.com"
"388","20.224636700","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","152","Destination Unreachable (Address unreachable)"
"389","20.225717000","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","152","Destination Unreachable (Address unreachable)"
"390","20.279519300","192.168.2.27","40.126.29.14","TCP","54","54773  >  443 [FIN, ACK] Seq=1 Ack=2 Win=255 Len=0"
"391","20.336244900","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:732::1","DNS","97","Standard query 0x93da A ipv6.msftncsi.com"
"392","20.336997300","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:732::1","DNS","97","Standard query 0x9671 AAAA ipv6.msftncsi.com"
"393","20.337130100","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:732::1","DNS","96","Standard query 0x0ce4 A www.msftncsi.com"
"394","20.337810700","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:732::1","DNS","96","Standard query 0xd3d1 AAAA www.msftncsi.com"
"395","20.339956000","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","145","Destination Unreachable (Address unreachable)"
"396","20.339956000","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","145","Destination Unreachable (Address unreachable)"
"397","20.339956000","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","144","Destination Unreachable (Address unreachable)"
"398","20.339956000","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","144","Destination Unreachable (Address unreachable)"
"399","20.361660900","40.126.29.14","192.168.2.27","TCP","54","[TCP Previous segment not captured] 443  >  54773 [FIN, ACK] Seq=2 Ack=2 Win=16384 Len=0"
"400","20.361741600","192.168.2.27","40.126.29.14","TCP","54","54773  >  443 [ACK] Seq=2 Ack=3 Win=255 Len=0"
"401","20.586848100","192.168.2.27","52.95.171.54","TCP","54","[TCP Retransmission] 54748  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"402","20.742372500","fe80::100b:afa4:ac98:830d","ff02::fb","MDNS","174","Standard query 0x0000 PTR _hap._udp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question"
"403","20.844451800","192.168.2.11","224.0.0.251","MDNS","154","Standard query 0x0000 PTR _hap._udp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question"
"404","20.947144100","192.168.2.11","224.0.0.251","MDNS","150","Standard query 0x0000 PTR _hap._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR LG webOS TV 5391._hap._tcp.local PTR Bedroom._companion-link._tcp.local"
"405","21.059045300","fe80::100b:afa4:ac98:830d","ff02::fb","MDNS","170","Standard query 0x0000 PTR _hap._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR LG webOS TV 5391._hap._tcp.local PTR Bedroom._companion-link._tcp.local"
"406","21.224334300","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:733::1","DNS","104","Standard query 0x2cba AAAA ipv6.msftconnecttest.com"
"407","21.224597500","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:733::1","DNS","104","Standard query 0x6dd3 A ipv6.msftconnecttest.com"
"408","21.226548500","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","152","Destination Unreachable (Address unreachable)"
"409","21.226548500","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","152","Destination Unreachable (Address unreachable)"
"410","21.344668500","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:733::1","DNS","97","Standard query 0x9671 AAAA ipv6.msftncsi.com"
"411","21.344754100","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:733::1","DNS","96","Standard query 0xd3d1 AAAA www.msftncsi.com"
"412","21.345002100","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:733::1","DNS","96","Standard query 0x0ce4 A www.msftncsi.com"
"413","21.345064700","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:733::1","DNS","97","Standard query 0x93da A ipv6.msftncsi.com"
"414","21.356659900","192.168.2.12","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"415","21.358650900","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","145","Destination Unreachable (Address unreachable)"
"416","21.358650900","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","144","Destination Unreachable (Address unreachable)"
"417","21.358650900","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","144","Destination Unreachable (Address unreachable)"
"418","21.358650900","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","145","Destination Unreachable (Address unreachable)"
"419","21.459239800","fe80::1c8e:bc88:9a74:17ff","ff02::fb","MDNS","120","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"420","21.665714200","192.168.2.11","224.0.0.251","MDNS","180","Standard query 0x0000 PTR _hap._udp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR LG webOS TV 5391._hap._tcp.local PTR Bedroom._companion-link._tcp.local"
"421","21.692983100","Intel_f7:f1:ac","SagemcomBroa_0e:7a:b9","ARP","42","Who has 192.168.2.1? Tell 192.168.2.27"
"422","21.695980300","SagemcomBroa_0e:7a:b9","Intel_f7:f1:ac","ARP","52","192.168.2.1 is at 80:20:da:0e:7a:b9"
"423","21.766342600","fe80::100b:afa4:ac98:830d","ff02::fb","MDNS","200","Standard query 0x0000 PTR _hap._udp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR LG webOS TV 5391._hap._tcp.local PTR Bedroom._companion-link._tcp.local"
"424","21.792104800","172.67.75.39","192.168.2.27","TCP","54","443  >  55521 [ACK] Seq=1 Ack=1 Win=16 Len=0"
"425","21.792216400","192.168.2.27","172.67.75.39","TCP","54","[TCP ACKed unseen segment] 55521  >  443 [ACK] Seq=1 Ack=2 Win=1024 Len=0"
"426","21.795075100","72.154.58.113","192.168.2.27","TCP","54","443  >  62399 [ACK] Seq=1 Ack=1 Win=60 Len=0"
"427","21.795151800","192.168.2.27","72.154.58.113","TCP","54","[TCP ACKed unseen segment] 62399  >  443 [ACK] Seq=1 Ack=2 Win=250 Len=0"
"428","21.796632800","72.154.58.113","192.168.2.27","TCP","54","443  >  62401 [ACK] Seq=1 Ack=1 Win=60 Len=0"
"429","21.796706400","192.168.2.27","72.154.58.113","TCP","54","[TCP ACKed unseen segment] 62401  >  443 [ACK] Seq=1 Ack=2 Win=251 Len=0"
"430","21.824725200","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:732::1","DNS","112","Standard query 0x5622 A geo.prod.do.dsp.mp.microsoft.com"
"431","21.825134100","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:732::1","DNS","112","Standard query 0x7d9d AAAA geo.prod.do.dsp.mp.microsoft.com"
"432","21.827116800","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","160","Destination Unreachable (Address unreachable)"
"433","21.827116800","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","160","Destination Unreachable (Address unreachable)"
"434","22.223824200","192.168.2.27","192.168.2.1","DNS","84","Standard query 0x6dd3 A ipv6.msftconnecttest.com"
"435","22.223824300","192.168.2.27","192.168.2.1","DNS","84","Standard query 0x2cba AAAA ipv6.msftconnecttest.com"
"436","22.228535200","192.168.2.1","192.168.2.27","DNS","229","Standard query response 0x6dd3 A ipv6.msftconnecttest.com CNAME ipv6.msftconnecttest.com.edgesuite.net CNAME a1968.i6g1.akamai.net SOA n0i6g1.akamai.net"
"437","22.229603800","192.168.2.1","192.168.2.27","DNS","224","Standard query response 0x2cba AAAA ipv6.msftconnecttest.com CNAME ipv6.msftconnecttest.com.edgesuite.net CNAME a1968.i6g1.akamai.net AAAA 2001:4958:300:480::b896:9d98 AAAA 2001:4958:300:480::b896:9d92"
"438","22.230527100","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:300:480::b896:9d98","TCP","86","55536  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"439","22.232599900","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","134","Destination Unreachable (Address unreachable)"
"440","22.351869700","192.168.2.27","192.168.2.1","DNS","77","Standard query 0x93da A ipv6.msftncsi.com"
"441","22.352127800","192.168.2.27","192.168.2.1","DNS","76","Standard query 0xd3d1 AAAA www.msftncsi.com"
"442","22.352322900","192.168.2.27","192.168.2.1","DNS","77","Standard query 0x9671 AAAA ipv6.msftncsi.com"
"443","22.352505000","192.168.2.27","192.168.2.1","DNS","76","Standard query 0x0ce4 A www.msftncsi.com"
"444","22.380580400","192.168.2.12","224.0.0.251","MDNS","108","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Bedroom._companion-link._tcp.local"
"445","22.483186400","fe80::1c8e:bc88:9a74:17ff","ff02::fb","MDNS","128","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Bedroom._companion-link._tcp.local"
"446","22.548710300","192.168.2.1","192.168.2.27","DNS","214","Standard query response 0x93da A ipv6.msftncsi.com CNAME ipv6.msftncsi.com.edgesuite.net CNAME a978.i6g1.akamai.net SOA n0i6g1.akamai.net"
"447","22.548710300","192.168.2.1","192.168.2.27","DNS","198","Standard query response 0x0ce4 A www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 184.150.49.106 A 184.150.49.115 A 184.150.49.155"
"448","22.548710300","192.168.2.1","192.168.2.27","DNS","209","Standard query response 0xd3d1 AAAA www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net SOA n0g2.akamai.net"
"449","22.548710300","192.168.2.1","192.168.2.27","DNS","209","Standard query response 0x9671 AAAA ipv6.msftncsi.com CNAME ipv6.msftncsi.com.edgesuite.net CNAME a978.i6g1.akamai.net AAAA 2001:4958:300:480::b896:9d89 AAAA 2001:4958:300:480::b896:9d82"
"450","22.550072000","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:300:480::b896:9d89","TCP","86","55537  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"451","22.550095900","192.168.2.27","184.150.49.106","TCP","66","55538  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"452","22.552143300","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","134","Destination Unreachable (Address unreachable)"
"453","22.560974800","184.150.49.106","192.168.2.27","TCP","66","80  >  55538 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128"
"454","22.561166000","192.168.2.27","184.150.49.106","TCP","54","55538  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"455","22.561582500","192.168.2.27","184.150.49.106","HTTP","201","GET /connecttest.txt HTTP/1.1 "
"456","22.572870300","184.150.49.106","192.168.2.27","HTTP","241","HTTP/1.1 200 OK  (text/plain)"
"457","22.573064100","192.168.2.27","184.150.49.106","TCP","54","55538  >  80 [FIN, ACK] Seq=148 Ack=188 Win=65280 Len=0"
"458","22.574016000","184.150.49.106","192.168.2.27","TCP","54","80  >  55538 [FIN, ACK] Seq=188 Ack=148 Win=64384 Len=0"
"459","22.574103000","192.168.2.27","184.150.49.106","TCP","54","55538  >  80 [ACK] Seq=149 Ack=189 Win=65280 Len=0"
"460","22.583932300","184.150.49.106","192.168.2.27","TCP","54","80  >  55538 [ACK] Seq=189 Ack=149 Win=64384 Len=0"
"461","22.820689500","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:733::1","DNS","112","Standard query 0x7d9d AAAA geo.prod.do.dsp.mp.microsoft.com"
"462","22.820938200","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:733::1","DNS","112","Standard query 0x5622 A geo.prod.do.dsp.mp.microsoft.com"
"463","22.823689600","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","160","Destination Unreachable (Address unreachable)"
"464","22.823689600","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","160","Destination Unreachable (Address unreachable)"
"465","22.934090600","fe80::4786:248f:9cd8:b2d9","ff02::1:ff0e:7ab9","ICMPv6","86","Neighbor Solicitation for fe80::8220:daff:fe0e:7ab9 from e0:2e:0b:f7:f1:ac"
"466","23.041434400","fe80::8220:daff:fe0e:7ab9","fe80::4786:248f:9cd8:b2d9","ICMPv6","86","Neighbor Advertisement fe80::8220:daff:fe0e:7ab9 (rtr, sol, ovr) is at 80:20:da:0e:7a:b9"
"467","23.065535400","Intel_f7:f1:ac","Broadcast","ARP","42","Who has 192.168.2.1? Tell 192.168.2.27"
"468","23.068359200","SagemcomBroa_0e:7a:b9","Intel_f7:f1:ac","ARP","52","192.168.2.1 is at 80:20:da:0e:7a:b9"
"469","23.077997700","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:732::1","DNS","96","Standard query 0x9e8b AAAA dns.msftncsi.com"
"470","23.080845700","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","144","Destination Unreachable (Address unreachable)"
"471","23.096347800","192.168.2.1","192.168.2.255","UDP","104","9431  >  9431 Len=62"
"472","23.237491000","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:300:480::b896:9d98","TCP","86","[TCP Retransmission] 55536  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"473","23.240487500","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","134","Destination Unreachable (Address unreachable)"
"474","23.556012000","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:300:480::b896:9d89","TCP","86","[TCP Retransmission] 55537  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"475","23.557848300","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","134","Destination Unreachable (Address unreachable)"
"476","23.791065500","72.154.58.113","192.168.2.27","TCP","54","443  >  55525 [ACK] Seq=1 Ack=1 Win=60 Len=0"
"477","23.791170300","192.168.2.27","72.154.58.113","TCP","54","[TCP ACKed unseen segment] 55525  >  443 [ACK] Seq=1 Ack=2 Win=250 Len=0"
"478","23.796456400","72.154.58.113","192.168.2.27","TCP","54","443  >  62402 [ACK] Seq=1 Ack=1 Win=60 Len=0"
"479","23.796456400","40.126.29.14","192.168.2.27","TCP","54","443  >  54750 [ACK] Seq=1 Ack=1 Win=16384 Len=0"
"480","23.796554100","192.168.2.27","72.154.58.113","TCP","54","[TCP ACKed unseen segment] 62402  >  443 [ACK] Seq=1 Ack=2 Win=252 Len=0"
"481","23.796627700","192.168.2.27","40.126.29.14","TCP","54","[TCP ACKed unseen segment] 54750  >  443 [ACK] Seq=1 Ack=2 Win=255 Len=0"
"482","23.834020400","192.168.2.27","192.168.2.1","DNS","92","Standard query 0x5622 A geo.prod.do.dsp.mp.microsoft.com"
"483","23.834089500","192.168.2.27","192.168.2.1","DNS","92","Standard query 0x7d9d AAAA geo.prod.do.dsp.mp.microsoft.com"
