"No.","Time","Source","Destination","Protocol","Length","Info"
"484","23.839366800","192.168.2.1","192.168.2.27","DNS","236","Standard query response 0x7d9d AAAA geo.prod.do.dsp.mp.microsoft.com CNAME geo.prod.do.dsp.trafficmanager.net CNAME array504.prod.do.dsp.mp.microsoft.com SOA ns1-06.azure-dns.com"
"485","23.839366800","192.168.2.1","192.168.2.27","DNS","179","Standard query response 0x5622 A geo.prod.do.dsp.mp.microsoft.com CNAME geo.prod.do.dsp.trafficmanager.net CNAME array504.prod.do.dsp.mp.microsoft.com A 72.153.5.61"
"486","23.850252100","192.168.2.27","72.153.5.61","TCP","66","55539  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"487","23.874410400","72.153.5.61","192.168.2.27","TCP","66","443  >  55539 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"488","23.874593000","192.168.2.27","72.153.5.61","TCP","54","55539  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"489","23.878778100","192.168.2.27","72.153.5.61","TLSv1.2","269","Client Hello (SNI=geo.prod.do.dsp.mp.microsoft.com)"
"490","23.900549000","192.168.2.27","52.179.73.52","TLSv1.2","248","Application Data"
"491","23.904188600","72.153.5.61","192.168.2.27","TCP","1488","443  >  55539 [ACK] Seq=1 Ack=216 Win=4194048 Len=1434 [TCP PDU reassembled in 492]"
"492","23.904188600","72.153.5.61","192.168.2.27","TLSv1.2","1053","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"493","23.904334700","192.168.2.27","72.153.5.61","TCP","54","55539  >  443 [ACK] Seq=216 Ack=2434 Win=65280 Len=0"
"494","23.920198600","52.179.73.52","192.168.2.27","TLSv1.2","101","[TCP Previous segment not captured] , Application Data"
"495","23.921861500","192.168.2.27","52.179.73.52","TCP","1494","55519  >  443 [ACK] Seq=195 Ack=49 Win=253 Len=1440 [TCP PDU reassembled in 496]"
"496","23.921861500","192.168.2.27","52.179.73.52","TLSv1.2","681","Application Data"
"497","23.921979100","192.168.2.27","72.153.5.61","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"498","23.943780000","52.179.73.52","192.168.2.27","TCP","54","443  >  55519 [ACK] Seq=49 Ack=2262 Win=16384 Len=0"
"499","23.948198700","72.153.5.61","192.168.2.27","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"500","23.948198700","72.153.5.61","192.168.2.27","TLSv1.2","123","Application Data"
"501","23.948292600","192.168.2.27","72.153.5.61","TCP","54","55539  >  443 [ACK] Seq=374 Ack=2554 Win=65280 Len=0"
"502","23.990461000","192.168.2.27","72.153.5.61","TLSv1.2","141","Application Data"
"503","23.990685800","192.168.2.27","72.153.5.61","TLSv1.2","228","Application Data"
"504","23.991098500","192.168.2.27","72.153.5.61","TLSv1.2","92","Application Data"
"505","24.011329400","52.179.73.52","192.168.2.27","TLSv1.2","386","Application Data"
"506","24.011329400","52.179.73.52","192.168.2.27","TLSv1.2","81","Application Data"
"507","24.011364000","192.168.2.27","52.179.73.52","TCP","54","55519  >  443 [ACK] Seq=2262 Ack=408 Win=252 Len=0"
"508","24.014289800","72.153.5.61","192.168.2.27","TLSv1.2","92","Application Data"
"509","24.015270200","72.153.5.61","192.168.2.27","TCP","54","443  >  55539 [ACK] Seq=2554 Ack=635 Win=4193792 Len=0"
"510","24.015353800","192.168.2.27","72.153.5.61","TCP","54","55539  >  443 [ACK] Seq=673 Ack=2592 Win=65280 Len=0"
"511","24.039308900","72.153.5.61","192.168.2.27","TLSv1.2","650","Application Data"
"512","24.039394600","192.168.2.27","72.153.5.61","TCP","54","55539  >  443 [ACK] Seq=673 Ack=3188 Win=64768 Len=0"
"513","24.041841200","192.168.2.27","72.153.5.61","TCP","54","55539  >  443 [FIN, ACK] Seq=673 Ack=3188 Win=64768 Len=0"
"514","24.057233400","192.168.2.27","192.168.2.1","DNS","94","Standard query 0x98e7 A kv501.prod.do.dsp.mp.microsoft.com"
"515","24.057376100","192.168.2.27","192.168.2.1","DNS","94","Standard query 0x631b AAAA kv501.prod.do.dsp.mp.microsoft.com"
"516","24.061471300","192.168.2.1","192.168.2.27","DNS","204","Standard query response 0x98e7 A kv501.prod.do.dsp.mp.microsoft.com CNAME kv501.prod.do.dsp.mp.microsoft.com.edgekey.net CNAME e10370.d.akamaiedge.net A 23.221.241.219"
"517","24.061471300","192.168.2.1","192.168.2.27","DNS","246","Standard query response 0x631b AAAA kv501.prod.do.dsp.mp.microsoft.com CNAME kv501.prod.do.dsp.mp.microsoft.com.edgekey.net CNAME e10370.d.akamaiedge.net SOA n0d.akamaiedge.net"
"518","24.062416200","192.168.2.27","23.221.241.219","TCP","66","55540  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"519","24.067863100","72.153.5.61","192.168.2.27","TCP","54","443  >  55539 [FIN, ACK] Seq=3188 Ack=674 Win=4193536 Len=0"
"520","24.067945100","192.168.2.27","72.153.5.61","TCP","54","55539  >  443 [ACK] Seq=674 Ack=3189 Win=64768 Len=0"
"521","24.078548900","2001:4958:39c4:4c01:4017:e224:4d19:eaed","2001:4958:733::1","DNS","96","Standard query 0x9e8b AAAA dns.msftncsi.com"
"522","24.080684200","2001:4958:39c4:4c01:8220:daff:fe0e:7ab8","2001:4958:39c4:4c01:4017:e224:4d19:eaed","ICMPv6","144","Destination Unreachable (Address unreachable)"
"523","24.109481500","23.221.241.219","192.168.2.27","TCP","66","443  >  55540 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1452 SACK_PERM WS=128"
"524","24.109649000","192.168.2.27","23.221.241.219","TCP","54","55540  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"525","24.111723200","192.168.2.27","23.221.241.219","TLSv1.2","271","Client Hello (SNI=kv501.prod.do.dsp.mp.microsoft.com)"
"526","24.158511900","23.221.241.219","192.168.2.27","TCP","54","443  >  55540 [ACK] Seq=1 Ack=218 Win=64128 Len=0"
"527","24.159581500","23.221.241.219","192.168.2.27","TLSv1.2","1488","Server Hello"
"528","24.159581500","23.221.241.219","192.168.2.27","TCP","1488","443  >  55540 [PSH, ACK] Seq=1435 Ack=218 Win=64128 Len=1434 [TCP PDU reassembled in 532]"
"529","24.159581500","23.221.241.219","192.168.2.27","TCP","1282","443  >  55540 [PSH, ACK] Seq=2869 Ack=218 Win=64128 Len=1228 [TCP PDU reassembled in 532]"
"530","24.159581500","23.221.241.219","192.168.2.27","TCP","1488","443  >  55540 [ACK] Seq=4097 Ack=218 Win=64128 Len=1434 [TCP PDU reassembled in 532]"
"531","24.159751800","192.168.2.27","23.221.241.219","TCP","54","55540  >  443 [ACK] Seq=218 Ack=5531 Win=65280 Len=0"
"532","24.207361100","23.221.241.219","192.168.2.27","TLSv1.2","1488","Certificate"
